opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,manager,regional_office,cycle_time,revenue_log,employees_log,Target,Score_Risco
N1B45KIT,Maureen Marcano,GTX Plus Pro,Y-corporation,Won,2017-10-20,2017-12-22,5883.0,employment,1983.0,2871.35,9561.0,United States,,GTX,5482.0,Summer Sewald,West,63,7.962885789038285,9.165552189186048,1,41
GHDAXC7T,Reed Clapper,GTX Plus Basic,Zathunicon,Won,2017-07-14,2017-07-15,1029.0,retail,2010.0,71.12,144.0,United States,,GTX,1096.0,Rocco Neubert,East,1,4.2783313983351166,4.976733742420574,1,56
X6RLT30X,Reed Clapper,GTX Plus Pro,Mathtouch,Lost,2017-02-21,2017-05-23,0.0,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,5482.0,Rocco Neubert,East,91,8.015809518475102,9.160834952072344,0,40
ROQBT7TM,Anna Snelling,MG Special,Condax,Won,2017-04-18,2017-06-20,54.0,medical,2017.0,4.54,9.0,United States,,MG,55.0,Dustin Brinkmann,Central,63,1.7119945007591924,2.302585092994046,1,44
PBGB323I,Moses Frase,GTX Basic,Cancity,Won,2017-09-30,2017-10-07,549.0,retail,2001.0,718.62,2448.0,United States,,GTX,550.0,Dustin Brinkmann,Central,7,6.578723294908609,7.803435056952168,1,55
5BRWXIU3,Anna Snelling,MG Special,Codehow,Lost,2017-09-24,2017-11-27,0.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55.0,Dustin Brinkmann,Central,64,7.9068786691495045,7.879291485082271,0,45
C5Z2806X,Reed Clapper,GTXPro,Iselectrics,Won,2017-10-03,2017-12-28,5044.0,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,,,Rocco Neubert,East,86,6.26930459534122,7.264730177929867,1,42
LCWP23CI,James Ascencio,GTX Plus Pro,Finjob,Won,2017-06-17,2017-06-24,5306.0,employment,1988.0,2059.9,3644.0,United States,,GTX,5482.0,Summer Sewald,West,7,7.630898059577463,8.201111644442758,1,55
BYBZJBC9,Versie Hillebrand,MG Special,Warephase,Lost,2017-06-21,2017-08-02,0.0,services,1997.0,2041.73,5276.0,United States,,MG,55.0,Dustin Brinkmann,Central,42,7.622042427493597,8.571113033405668,0,40
9GQ6HQLK,Gladys Colclough,GTX Plus Basic,Inity,Won,2017-06-12,2017-09-20,1143.0,marketing,1986.0,2403.58,8801.0,United States,,GTX,1096.0,Melvin Marxen,Central,100,7.785130531114553,9.082734247371036,1,46
M1L0IWB6,Jonathan Berthelot,MG Advanced,Ron-tech,Won,2017-03-21,2017-05-11,3232.0,medical,1992.0,3922.42,6837.0,United States,,MG,3393.0,Melvin Marxen,Central,51,8.274719001401705,8.830250570199247,1,46
XC4LTIEO,Lajuana Vencill,GTX Basic,Conecom,Lost,2017-01-10,2017-05-02,0.0,technolgy,2005.0,1520.66,1806.0,United States,,GTX,550.0,Dustin Brinkmann,Central,112,7.3275571231903545,7.499423290592229,0,43
TEM0I59X,Kami Bicknell,GTX Plus Pro,Lexiqvolax,Won,2017-09-20,2017-12-09,4906.0,medical,2004.0,1618.89,3889.0,United States,,GTX,5482.0,Summer Sewald,West,80,7.390113524686469,8.266164436612492,1,45
YO32O3T9,Zane Levy,GTXPro,Lexiqvolax,Lost,2017-02-17,2017-05-28,0.0,medical,2004.0,1618.89,3889.0,United States,,,,Summer Sewald,West,100,7.390113524686469,8.266164436612492,0,47
9CE6F4NZ,Kary Hendrixson,GTX Basic,Plusstrip,Won,2017-07-14,2017-08-27,431.0,entertainment,2002.0,349.81,315.0,United States,,GTX,550.0,Summer Sewald,West,44,5.860244766363111,5.755742213586912,1,43
S9ZUMLSY,Elease Gluck,MG Special,J-Texon,Lost,2017-06-25,2017-09-13,0.0,retail,1989.0,1388.67,3583.0,United States,,MG,55.0,Celia Rouche,West,80,7.2368215878665625,8.18423477409482,0,44
YXOM4S7G,Anna Snelling,MG Special,Finhigh,Lost,2017-04-10,2017-04-11,0.0,finance,2006.0,1102.43,1759.0,United States,,MG,55.0,Dustin Brinkmann,Central,1,7.00617878915823,7.473069088032197,0,57
CQZSFN7C,Markita Hansen,GTK 500,Konex,Lost,2017-06-17,2017-08-15,0.0,technolgy,1980.0,7708.38,13756.0,United States,,GTK,26768.0,Celia Rouche,West,59,8.950193048278516,9.529303064460995,0,47
ZKFWTRRT,Darcel Schlecht,GTXPro,Bioholding,Won,2017-09-23,2017-09-30,4422.0,medical,2012.0,587.34,1356.0,Philipines,,,,Melvin Marxen,Central,7,6.377305012079846,7.213031659834869,1,56
OG13XT4P,Niesha Huffines,MG Special,Ron-tech,Won,2017-06-14,2017-09-19,54.0,medical,1992.0,3922.42,6837.0,United States,,MG,55.0,Melvin Marxen,Central,97,8.274719001401705,8.830250570199247,1,47
V8RYC18P,Anna Snelling,MG Special,Stanredtax,Won,2017-05-27,2017-08-21,57.0,finance,1987.0,1698.2,3798.0,United States,,MG,55.0,Dustin Brinkmann,Central,86,7.43791283104762,8.242493153187626,1,47
9LX9MAPU,Violet Mclelland,GTX Plus Basic,Mathtouch,Won,2017-03-23,2017-04-01,941.0,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,1096.0,Cara Losch,East,9,8.015809518475102,9.160834952072344,1,48
X718EF6Y,Hayden Neloms,MG Advanced,Hatfan,Won,2017-09-27,2017-10-04,2811.0,services,1982.0,792.46,1299.0,United States,,MG,3393.0,Celia Rouche,West,7,6.676403129118039,7.170119543449628,1,55
YDZZNTEZ,Garret Kinder,MG Advanced,Opentech,Won,2017-10-19,2017-11-01,3422.0,finance,1994.0,355.23,853.0,United States,,MG,3393.0,Cara Losch,East,13,5.875576589656054,6.74993119378857,1,48
23R03LTJ,Darcel Schlecht,GTX Plus Basic,Warephase,Won,2017-07-24,2017-08-07,996.0,services,1997.0,2041.73,5276.0,United States,,GTX,1096.0,Melvin Marxen,Central,14,7.622042427493597,8.571113033405668,1,43
BDEP8ZEH,Kary Hendrixson,GTX Plus Basic,Sonron,Lost,2017-09-08,2017-12-21,0.0,telecommunications,1999.0,1699.85,5108.0,United States,,GTX,1096.0,Summer Sewald,West,104,7.438883405085958,8.538758969330798,0,46
UI1UION3,James Ascencio,GTX Basic,J-Texon,Won,2017-03-11,2017-06-10,526.0,retail,1989.0,1388.67,3583.0,United States,,GTX,550.0,Summer Sewald,West,91,7.2368215878665625,8.18423477409482,1,41
3C7A75LH,Cassey Cress,GTXPro,Massive Dynamic,Won,2017-09-25,2017-09-27,5727.0,entertainment,1989.0,665.06,1095.0,United States,,,,Rocco Neubert,East,2,6.501379756572611,6.999422467507961,1,58
U185INDA,Darcel Schlecht,GTXPro,Toughzap,Won,2017-02-24,2017-05-05,5010.0,retail,1995.0,332.43,799.0,United States,,,,Melvin Marxen,Central,70,5.809432948272155,6.684611727667927,1,44
QYUZ3KVU,Donn Cantrell,MG Advanced,Mathtouch,Won,2017-08-06,2017-08-11,3114.0,marketing,1984.0,3027.46,9516.0,Jordan,,MG,3393.0,Rocco Neubert,East,5,8.015809518475102,9.160834952072344,1,63
MU6NOSH1,Jonathan Berthelot,GTX Basic,Funholding,Won,2017-06-06,2017-06-17,624.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,550.0,Melvin Marxen,Central,11,7.944669453180031,8.885717651712119,1,52
XP7YG96H,Corliss Cosme,GTX Plus Basic,Donquadtech,Won,2017-07-19,2017-07-30,955.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,1096.0,Cara Losch,East,11,7.446398383944561,8.069342366811636,1,52
G5GPTVMU,Anna Snelling,GTX Plus Basic,Bioholding,Lost,2017-07-12,2017-08-31,0.0,medical,2012.0,587.34,1356.0,Philipines,,GTX,1096.0,Dustin Brinkmann,Central,50,6.377305012079846,7.213031659834869,0,48
R15SXOZA,Boris Faz,GTX Plus Basic,Iselectrics,Lost,2017-04-02,2017-06-24,0.0,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,1096.0,Rocco Neubert,East,83,6.26930459534122,7.264730177929867,0,42
RLUGVSNV,Darcel Schlecht,GTX Plus Basic,Funholding,Won,2017-01-22,2017-05-12,943.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,1096.0,Melvin Marxen,Central,110,7.944669453180031,8.885717651712119,1,44
00ZD3M4J,Reed Clapper,GTXPro,Plussunin,Lost,2017-06-25,2017-07-04,0.0,retail,2003.0,1419.98,4018.0,United States,,,,Rocco Neubert,East,9,7.259102053402697,8.2987883944492,0,49
V7C6RT5S,Cassey Cress,MG Advanced,Betasoloin,Won,2017-10-08,2017-10-17,3472.0,medical,1999.0,251.41,495.0,United States,,MG,3393.0,Rocco Neubert,East,9,5.531054749533568,6.206575926724928,1,52
D28ANNYX,Kami Bicknell,GTX Basic,Green-Plus,Won,2017-07-25,2017-12-02,508.0,services,2003.0,692.19,1922.0,United States,,GTX,550.0,Summer Sewald,West,130,6.541304131886272,7.56164174558878,1,35
1IH166HI,Versie Hillebrand,MG Special,Codehow,Lost,2017-04-08,2017-05-27,0.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55.0,Dustin Brinkmann,Central,49,7.9068786691495045,7.879291485082271,0,41
SFQMEZIW,Garret Kinder,GTX Basic,Silis,Lost,2017-03-03,2017-05-04,0.0,medical,1994.0,2818.38,6290.0,United States,,GTX,550.0,Cara Losch,East,62,7.944272281603784,8.74687531957003,0,47
EFUIZFRA,Daniell Hammack,GTXPro,Ontomedia,Won,2017-08-05,2017-09-19,4935.0,employment,1997.0,882.12,2769.0,United States,,,,Rocco Neubert,East,45,6.783461091710096,7.926602599181384,1,47
4U431MNA,Lajuana Vencill,MG Special,dambase,Lost,2017-01-23,2017-05-11,0.0,marketing,1995.0,2173.98,2928.0,United States,Inity,MG,55.0,Dustin Brinkmann,Central,108,7.684774748078207,7.982416346827733,0,43
06YL7WVJ,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-03-19,2017-03-21,929.0,medical,1992.0,3922.42,6837.0,United States,,GTX,1096.0,Melvin Marxen,Central,2,8.274719001401705,8.830250570199247,1,59
V2X2KMUR,Kami Bicknell,GTX Plus Basic,Faxquote,Won,2016-11-24,2017-03-28,1059.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,1096.0,Summer Sewald,West,124,7.510332029356891,8.629807335785372,1,42
0MNAGD91,Moses Frase,MG Advanced,Betatech,Won,2017-06-24,2017-07-05,3355.0,medical,1986.0,647.18,1185.0,Kenya,,MG,3393.0,Dustin Brinkmann,Central,11,6.474168435556948,7.078341579557671,1,53
N9ZXCBTU,Daniell Hammack,GTX Plus Basic,Konex,Won,2017-06-16,2017-06-25,985.0,technolgy,1980.0,7708.38,13756.0,United States,,GTX,1096.0,Rocco Neubert,East,9,8.950193048278516,9.529303064460995,1,52
SLLJT3T1,Darcel Schlecht,GTX Plus Pro,Codehow,Won,2017-03-02,2017-06-19,4856.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,5482.0,Melvin Marxen,Central,109,7.9068786691495045,7.879291485082271,1,40
58J6HCYK,Zane Levy,GTX Basic,Y-corporation,Lost,2017-03-08,2017-06-05,0.0,employment,1983.0,2871.35,9561.0,United States,,GTX,550.0,Summer Sewald,West,89,7.962885789038285,9.165552189186048,0,47
5M3Z5DS4,Niesha Huffines,GTX Plus Pro,Globex Corporation,Won,2017-03-28,2017-04-05,5972.0,technolgy,2000.0,1223.72,2497.0,Norway,,GTX,5482.0,Melvin Marxen,Central,8,7.110467525423826,7.823245690685523,1,56
IKDFG91F,Corliss Cosme,MG Advanced,Kan-code,Lost,2017-10-19,2017-12-26,0.0,software,1982.0,11698.03,34288.0,United States,,MG,3393.0,Cara Losch,East,68,9.367261211366051,10.442579882010428,0,43
ZE7PM90V,James Ascencio,GTX Basic,Blackzim,Won,2017-05-31,2017-08-23,570.0,retail,2009.0,497.11,1588.0,United States,,GTX,550.0,Summer Sewald,West,84,6.210820936167614,7.370860166536716,1,42
TQLO6QP6,Niesha Huffines,MG Advanced,Cancity,Won,2017-07-15,2017-09-02,3501.0,retail,2001.0,718.62,2448.0,United States,,MG,3393.0,Melvin Marxen,Central,49,6.578723294908609,7.803435056952168,1,48
69Z30MBF,Moses Frase,GTX Basic,Bioholding,Won,2017-09-26,2017-11-15,571.0,medical,2012.0,587.34,1356.0,Philipines,,GTX,550.0,Dustin Brinkmann,Central,50,6.377305012079846,7.213031659834869,1,42
311WKUHC,James Ascencio,MG Special,Labdrill,Lost,2017-09-16,2017-11-13,0.0,medical,1985.0,2741.37,9226.0,United States,,MG,55.0,Summer Sewald,West,58,7.916577789020406,9.129889247578555,0,42
BI36TLO5,Reed Clapper,GTXPro,Bubba Gump,Won,2017-11-17,2017-12-06,4154.0,software,2002.0,987.39,2253.0,United States,,,,Rocco Neubert,East,19,6.896077356701882,7.720461694599722,1,41
Q808L4HZ,James Ascencio,GTXPro,Newex,Won,2017-05-29,2017-08-07,5194.0,services,1991.0,1012.72,3492.0,Germany,,,,Summer Sewald,West,70,6.921382011896794,8.158516244806831,1,42
M4NNI01I,Donn Cantrell,GTX Plus Basic,Yearin,Lost,2017-10-06,2017-10-16,0.0,retail,2005.0,2261.05,3851.0,United States,,GTX,1096.0,Rocco Neubert,East,10,7.724026760764218,8.256347772918016,0,56
X2ZONP2D,Moses Frase,GTX Plus Pro,Betatech,Lost,2017-06-28,2017-08-24,0.0,medical,1986.0,647.18,1185.0,Kenya,,GTX,5482.0,Dustin Brinkmann,Central,57,6.474168435556948,7.078341579557671,0,42
VKB9RFJT,Versie Hillebrand,MG Special,Condax,Won,2017-09-25,2017-11-20,55.0,medical,2017.0,4.54,9.0,United States,,MG,55.0,Dustin Brinkmann,Central,56,1.7119945007591924,2.302585092994046,1,38
IIVNXACR,Darcel Schlecht,GTXPro,Codehow,Lost,2017-07-11,2017-07-12,0.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,,,Melvin Marxen,Central,1,7.9068786691495045,7.879291485082271,0,55
XRMOUF1R,Boris Faz,MG Advanced,Condax,Won,2017-10-31,2017-11-07,4172.0,medical,2017.0,4.54,9.0,United States,,MG,3393.0,Rocco Neubert,East,7,1.7119945007591924,2.302585092994046,1,58
CYSF0YQN,Anna Snelling,GTX Plus Basic,Dontechi,Lost,2017-05-26,2017-08-15,0.0,software,1982.0,4618.0,10083.0,United States,,GTX,1096.0,Dustin Brinkmann,Central,81,8.437933510430605,9.218705288307811,0,46
B3K4Z5L0,Violet Mclelland,GTX Basic,Umbrella Corporation,Lost,2017-06-19,2017-06-24,0.0,finance,1998.0,2022.14,5113.0,United States,,GTX,550.0,Cara Losch,East,5,7.6124060389254975,8.539737155851132,0,59
T7TDUK3T,Versie Hillebrand,MG Advanced,Rangreen,Won,2017-06-27,2017-09-12,3046.0,technolgy,1987.0,2938.67,8775.0,Panama,,MG,3393.0,Dustin Brinkmann,Central,77,7.9860526091348385,9.079776001955066,1,42
RR5AMWPQ,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,2017-03-17,2017-05-16,0.0,retail,2007.0,894.33,1635.0,Italy,,MG,55.0,Dustin Brinkmann,Central,60,6.797192365399952,7.400009517162692,0,42
O9MHRAK6,Vicki Laflamme,GTX Basic,Finjob,Won,2017-08-30,2017-12-14,532.0,employment,1988.0,2059.9,3644.0,United States,,GTX,550.0,Celia Rouche,West,106,7.630898059577463,8.201111644442758,1,41
N36DEZBR,James Ascencio,GTXPro,Sunnamplex,Won,2017-01-03,2017-03-18,4374.0,marketing,2008.0,894.37,1593.0,Poland,,,,Summer Sewald,West,74,6.797237040666615,7.374001859350161,1,42
O2CFE5KX,Maureen Marcano,MG Special,Fasehatice,Won,2017-10-26,2017-11-03,50.0,retail,1990.0,4968.91,7523.0,United States,,MG,55.0,Summer Sewald,West,8,8.511157010274799,8.925853190420922,1,51
09W047QT,Donn Cantrell,GTXPro,Umbrella Corporation,Won,2017-07-05,2017-08-10,4565.0,finance,1998.0,2022.14,5113.0,United States,,,,Rocco Neubert,East,36,7.6124060389254975,8.539737155851132,1,48
QK98E62R,Cassey Cress,GTX Plus Pro,Ganjaflex,Won,2017-09-27,2017-12-29,5301.0,retail,1995.0,5158.71,17479.0,Japan,,GTX,5482.0,Rocco Neubert,East,93,8.548635655345855,9.768812649209526,1,45
FTUJY4FP,Cassey Cress,GTX Plus Basic,Condax,Lost,2017-09-28,2017-10-07,0.0,medical,2017.0,4.54,9.0,United States,,GTX,1096.0,Rocco Neubert,East,9,1.7119945007591924,2.302585092994046,0,51
XUGTSB00,Niesha Huffines,MG Advanced,Ron-tech,Won,2017-03-06,2017-03-19,3167.0,medical,1992.0,3922.42,6837.0,United States,,MG,3393.0,Melvin Marxen,Central,13,8.274719001401705,8.830250570199247,1,49
Z64MQTF2,Jonathan Berthelot,GTXPro,Rangreen,Won,2017-05-07,2017-08-14,5310.0,technolgy,1987.0,2938.67,8775.0,Panama,,,,Melvin Marxen,Central,99,7.9860526091348385,9.079776001955066,1,43
98YPUABG,Vicki Laflamme,GTX Plus Pro,Sonron,Lost,2017-03-29,2017-04-06,0.0,telecommunications,1999.0,1699.85,5108.0,United States,,GTX,5482.0,Celia Rouche,West,8,7.438883405085958,8.538758969330798,0,54
XR3BL1JL,Rosalina Dieter,MG Special,Goodsilron,Won,2017-05-16,2017-08-20,54.0,marketing,2000.0,2952.73,5107.0,United States,,MG,55.0,Celia Rouche,West,96,7.990824057424448,8.53856321715243,1,40
BLFMYCVF,Markita Hansen,MG Special,Goodsilron,Won,2017-06-06,2017-08-19,57.0,marketing,2000.0,2952.73,5107.0,United States,,MG,55.0,Celia Rouche,West,74,7.990824057424448,8.53856321715243,1,47
RZI9HX5X,Zane Levy,GTX Plus Basic,Hottechi,Won,2017-03-06,2017-05-31,1149.0,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,1096.0,Summer Sewald,West,86,9.008393084238966,9.711115659888671,1,46
R9V8QAPK,Rosie Papadopoulos,MG Special,Kan-code,Won,2017-07-05,2017-07-14,58.0,software,1982.0,11698.03,34288.0,United States,,MG,55.0,Cara Losch,East,9,9.367261211366051,10.442579882010428,1,47
072ELFQF,Lajuana Vencill,MG Advanced,Isdom,Lost,2017-07-01,2017-07-03,0.0,medical,2002.0,3178.24,4540.0,United States,,MG,3393.0,Dustin Brinkmann,Central,2,8.064397453499982,8.420902531097951,0,67
MPVD0JVF,Maureen Marcano,GTX Basic,Singletechno,Won,2017-08-22,2017-11-30,601.0,retail,1996.0,2214.94,5374.0,United States,,GTX,550.0,Summer Sewald,West,100,7.703431971688343,8.589513852995864,1,37
7SO4NKFP,Kami Bicknell,GTX Plus Basic,Hottechi,Lost,2017-07-29,2017-08-03,0.0,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,1096.0,Summer Sewald,West,5,9.008393084238966,9.711115659888671,0,58
SHE8LB0Y,Rosalina Dieter,MG Special,Fasehatice,Lost,2017-05-21,2017-08-08,0.0,retail,1990.0,4968.91,7523.0,United States,,MG,55.0,Celia Rouche,West,79,8.511157010274799,8.925853190420922,0,43
7DDD3NZ2,Rosie Papadopoulos,GTX Basic,Opentech,Won,2017-05-13,2017-05-17,567.0,finance,1994.0,355.23,853.0,United States,,GTX,550.0,Cara Losch,East,4,5.875576589656054,6.74993119378857,1,58
2PQORQGO,Boris Faz,GTX Plus Pro,Zencorporation,Won,2017-05-29,2017-09-13,5714.0,technolgy,2011.0,40.79,142.0,China,,GTX,5482.0,Rocco Neubert,East,107,3.732657076459824,4.962844630259907,1,33
O7YNBRX0,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2017-01-22,2017-03-28,1100.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,1096.0,Rocco Neubert,East,65,7.446398383944561,8.069342366811636,1,43
UZ9SEIZ9,Vicki Laflamme,MG Special,Nam-zim,Lost,2017-10-04,2017-10-13,0.0,services,1987.0,405.59,1179.0,Brazil,Warephase,MG,55.0,Celia Rouche,West,9,6.007805306696034,7.07326971745971,0,48
02SSRMSA,Lajuana Vencill,GTX Plus Basic,Inity,Won,2017-07-09,2017-07-13,1192.0,marketing,1986.0,2403.58,8801.0,United States,,GTX,1096.0,Dustin Brinkmann,Central,4,7.785130531114553,9.082734247371036,1,63
0LVWSWEW,Violet Mclelland,MG Special,Donquadtech,Won,2016-11-25,2017-03-06,65.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,MG,55.0,Cara Losch,East,101,7.446398383944561,8.069342366811636,1,39
8QH99OEZ,Jonathan Berthelot,GTX Plus Basic,Inity,Won,2017-06-22,2017-09-13,1051.0,marketing,1986.0,2403.58,8801.0,United States,,GTX,1096.0,Melvin Marxen,Central,83,7.785130531114553,9.082734247371036,1,44
HXRF96S3,Vicki Laflamme,MG Special,Labdrill,Won,2017-09-20,2017-12-15,54.0,medical,1985.0,2741.37,9226.0,United States,,MG,55.0,Celia Rouche,West,86,7.916577789020406,9.129889247578555,1,44
QL7H3WQZ,Jonathan Berthelot,GTX Plus Basic,Warephase,Won,2017-04-07,2017-04-09,1091.0,services,1997.0,2041.73,5276.0,United States,,GTX,1096.0,Melvin Marxen,Central,2,7.622042427493597,8.571113033405668,1,58
FQW15KC4,Cassey Cress,MG Advanced,Gekko & Co,Lost,2017-05-09,2017-05-20,0.0,retail,1990.0,2520.83,3502.0,United States,,MG,3393.0,Rocco Neubert,East,11,7.832740107432939,8.161375023197486,0,54
UQ14O415,Donn Cantrell,GTXPro,Plussunin,Won,2016-12-08,2017-03-20,5059.0,retail,2003.0,1419.98,4018.0,United States,,,,Rocco Neubert,East,102,7.259102053402697,8.2987883944492,1,47
JFIBKWMQ,Gladys Colclough,MG Special,Konmatfix,Lost,2017-06-28,2017-07-09,0.0,marketing,1985.0,375.43,1190.0,United States,,MG,55.0,Melvin Marxen,Central,11,5.930732106979362,7.0825485693553,0,52
8R0HTKUK,Rosie Papadopoulos,GTX Plus Pro,Xx-zobam,Lost,2017-10-31,2017-11-07,0.0,entertainment,1989.0,3838.39,8274.0,United States,,GTX,5482.0,Cara Losch,East,7,8.253068778796447,9.020994200245264,0,53
TF7HCU69,Garret Kinder,GTX Plus Basic,Gekko & Co,Won,2017-03-10,2017-06-12,1062.0,retail,1990.0,2520.83,3502.0,United States,,GTX,1096.0,Cara Losch,East,94,7.832740107432939,8.161375023197486,1,48
JXAYTFNI,Lajuana Vencill,GTX Basic,Cancity,Lost,2017-03-05,2017-05-12,0.0,retail,2001.0,718.62,2448.0,United States,,GTX,550.0,Dustin Brinkmann,Central,68,6.578723294908609,7.803435056952168,0,48
5BGYQS4R,Darcel Schlecht,GTX Plus Basic,Finhigh,Won,2017-05-17,2017-08-11,1110.0,finance,2006.0,1102.43,1759.0,United States,,GTX,1096.0,Melvin Marxen,Central,86,7.00617878915823,7.473069088032197,1,44
BOHWQ1B3,Lajuana Vencill,MG Special,Streethex,Won,2017-05-15,2017-09-07,61.0,retail,1988.0,1376.8,1165.0,Belgium,,MG,55.0,Dustin Brinkmann,Central,115,7.228243303159095,7.061334366910438,1,44
IBZQBCSU,Rosie Papadopoulos,MG Special,Vehement Capital Partners,Lost,2017-03-05,2017-05-19,0.0,finance,1993.0,646.1,883.0,United States,Golddex,MG,55.0,Cara Losch,East,75,6.47250084206322,6.784457062637643,0,45
6IJNBKST,Maureen Marcano,GTX Basic,Konex,Lost,2017-08-24,2017-08-31,0.0,technolgy,1980.0,7708.38,13756.0,United States,,GTX,550.0,Summer Sewald,West,7,8.950193048278516,9.529303064460995,0,54
R7JI95HZ,Markita Hansen,GTXPro,Sonron,Lost,2017-02-15,2017-05-31,0.0,telecommunications,1999.0,1699.85,5108.0,United States,,,,Celia Rouche,West,105,7.438883405085958,8.538758969330798,0,47
9RLSCMM9,Rosalina Dieter,MG Special,Condax,Won,2017-08-24,2017-08-30,53.0,medical,2017.0,4.54,9.0,United States,,MG,55.0,Celia Rouche,West,6,1.7119945007591924,2.302585092994046,1,55
94GI0ZJ7,Anna Snelling,GTX Plus Pro,Stanredtax,Won,2016-12-15,2017-03-15,5765.0,finance,1987.0,1698.2,3798.0,United States,,GTX,5482.0,Dustin Brinkmann,Central,90,7.43791283104762,8.242493153187626,1,47
TK9T01QM,Reed Clapper,GTXPro,Acme Corporation,Lost,2017-01-25,2017-05-07,0.0,technolgy,1996.0,1100.04,2822.0,United States,,,,Rocco Neubert,East,102,7.004010466671277,7.945555428253489,0,40
5ZUKTSJV,Violet Mclelland,GTX Plus Basic,Gekko & Co,Won,2017-10-12,2017-10-17,1004.0,retail,1990.0,2520.83,3502.0,United States,,GTX,1096.0,Cara Losch,East,5,7.832740107432939,8.161375023197486,1,59
N0ONCYVZ,Donn Cantrell,MG Special,Kinnamplus,Lost,2016-11-23,2017-03-30,0.0,retail,2004.0,702.72,1831.0,United States,,MG,55.0,Rocco Neubert,East,127,6.556380549770846,7.513163545234075,0,44
KYL4UFG5,Donn Cantrell,GTX Basic,Bluth Company,Lost,2017-06-11,2017-08-29,0.0,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,GTX,550.0,Rocco Neubert,East,79,7.1255405000516605,8.01565761455734,0,47
1OUHMFJV,Garret Kinder,GTX Plus Basic,Zathunicon,Won,2017-03-30,2017-05-31,1037.0,retail,2010.0,71.12,144.0,United States,,GTX,1096.0,Cara Losch,East,62,4.2783313983351166,4.976733742420574,1,45
GUJCRHYU,Zane Levy,GTXPro,Goodsilron,Won,2017-07-17,2017-07-28,5268.0,marketing,2000.0,2952.73,5107.0,United States,,,,Summer Sewald,West,11,7.990824057424448,8.53856321715243,1,52
AX7WS66G,Jonathan Berthelot,GTX Basic,Toughzap,Won,2017-07-17,2017-07-24,617.0,retail,1995.0,332.43,799.0,United States,,GTX,550.0,Melvin Marxen,Central,7,5.809432948272155,6.684611727667927,1,55
UURLD9W8,Maureen Marcano,GTX Plus Pro,Plexzap,Won,2017-03-31,2017-04-11,5793.0,retail,2001.0,2437.85,4874.0,United States,,GTX,5482.0,Summer Sewald,West,11,7.799281895709674,8.491875383431948,1,51
ELLLRB7A,James Ascencio,GTX Basic,Zoomit,Won,2017-07-08,2017-08-29,587.0,entertainment,1992.0,324.19,978.0,United States,,GTX,550.0,Summer Sewald,West,52,5.7844096268933525,6.88653164253051,1,41
9OLZU3WB,Cecily Lampkin,MG Special,Condax,Won,2017-07-03,2017-09-23,47.0,medical,2017.0,4.54,9.0,United States,,MG,55.0,Dustin Brinkmann,Central,82,1.7119945007591924,2.302585092994046,1,37
94B4785B,Donn Cantrell,MG Advanced,Plussunin,Won,2017-04-06,2017-04-15,3655.0,retail,2003.0,1419.98,4018.0,United States,,MG,3393.0,Rocco Neubert,East,9,7.259102053402697,8.2987883944492,1,54
0VYX8TN3,Cecily Lampkin,MG Special,dambase,Lost,2017-03-30,2017-04-09,0.0,marketing,1995.0,2173.98,2928.0,United States,Inity,MG,55.0,Dustin Brinkmann,Central,10,7.684774748078207,7.982416346827733,0,44
1V1L46NV,Versie Hillebrand,GTX Basic,Rundofase,Won,2017-08-05,2017-11-09,563.0,technolgy,1983.0,1008.06,1238.0,United States,,GTX,550.0,Dustin Brinkmann,Central,96,6.916774483402297,7.122059881629142,1,39
97QHOOWD,Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-03-11,2017-03-27,538.0,employment,1983.0,2871.35,9561.0,United States,,GTX,550.0,Summer Sewald,West,16,7.962885789038285,9.165552189186048,1,44
46UITTY6,Kary Hendrixson,GTX Basic,Singletechno,Won,2017-08-27,2017-11-04,545.0,retail,1996.0,2214.94,5374.0,United States,,GTX,550.0,Summer Sewald,West,69,7.703431971688343,8.589513852995864,1,45
